3986,3,0,0,2,1,1,1,3,3
0,3990,4,0,2,0,0,3,1,0
2,3,3985,5,1,0,0,1,2,1
0,1,7,3966,0,10,0,1,11,4
2,0,0,0,3984,0,2,4,1,7
1,0,0,7,0,3981,2,1,2,6
6,1,2,0,2,1,3987,0,1,0
1,3,7,1,3,0,0,3976,0,9
2,2,0,4,1,3,1,3,3971,13
0,0,0,0,4,0,0,2,0,3994
